Bruinbase> Bruinbase> Bruinbase> { key: 2, pid: 1277 | 3 } 
{ key: 3736, pid: 250 | 1 } 
{ key: 3738, pid: 1277 | 6 } 
{ key: 3739, pid: 542 | 7 } 
{ key: 3741, pid: 1285 | 5 } 
{ key: 3743, pid: 1067 | 2 } 
{ key: 3744, pid: 37 | 0 } 
{ key: 3747, pid: 687 | 0 } 
{ key: 3748, pid: 35 | 5 } 
{ key: 3750, pid: 667 | 1 } 
{ key: 3751, pid: 1116 | 1 } 
{ key: 3752, pid: 322 | 6 } 
{ key: 3754, pid: 786 | 1 } 
{ key: 3755, pid: 672 | 4 } 
{ key: 3756, pid: 1253 | 4 } 
{ key: 3757, pid: 1237 | 4 } 
{ key: 3758, pid: 678 | 1 } 
{ key: 3759, pid: 1189 | 3 } 
{ key: 3761, pid: 266 | 7 } 
{ key: 3763, pid: 177 | 2 } 
{ key: 3764, pid: 275 | 4 } 
{ key: 3766, pid: 41 | 2 } 
{ key: 3768, pid: 457 | 4 } 
{ key: 3769, pid: 1108 | 0 } 
{ key: 3770, pid: 121 | 3 } 
{ key: 3772, pid: 99 | 3 } 
{ key: 3774, pid: 340 | 5 } 
{ key: 3775, pid: 558 | 4 } 
{ key: 3776, pid: 39 | 6 } 
{ key: 3777, pid: 1249 | 0 } 
{ key: 3778, pid: 38 | 6 } 
{ key: 3781, pid: 293 | 8 } 
{ key: 3785, pid: 805 | 5 } 
{ key: 3787, pid: 89 | 8 } 
{ key: 3790, pid: 1218 | 8 } 
{ key: 3791, pid: 764 | 5 } 
{ key: 3792, pid: 458 | 4 } 
{ key: 3793, pid: 79 | 8 } 
{ key: 3794, pid: 830 | 1 } 
{ key: 3796, pid: 770 | 7 } 
{ key: 3797, pid: 982 | 6 } 
{ key: 3800, pid: 372 | 1 } 
{ key: 3802, pid: 289 | 3 } 
{ key: 3803, pid: 274 | 8 } 
{ key: 3805, pid: 667 | 7 } 
{ key: 3807, pid: 729 | 8 } 
{ key: 3808, pid: 501 | 4 } 
{ key: 3809, pid: 1361 | 0 } 
{ key: 3810, pid: 8 | 1 } 
{ key: 3811, pid: 1337 | 3 } 
{ key: 3812, pid: 214 | 7 } 
{ key: 3814, pid: 516 | 3 } 
{ key: 3815, pid: 1278 | 6 } 
{ key: 3816, pid: 1171 | 3 } 
{ key: 3818, pid: 740 | 2 } 
{ key: 3819, pid: 1015 | 4 } 
{ key: 3820, pid: 185 | 6 } 
{ key: 3821, pid: 468 | 2 } 
{ key: 3822, pid: 1053 | 1 } 
{ key: 3824, pid: 580 | 8 } 
{ key: 3826, pid: 723 | 1 } 
{ key: 3827, pid: 546 | 0 } 
{ key: 3829, pid: 277 | 6 } 
{ key: 3830, pid: 713 | 4 } 
{ key: 3831, pid: 816 | 7 } 
{ key: 3834, pid: 319 | 4 } 
{ key: 3835, pid: 1352 | 1 } 
{ key: 3836, pid: 1071 | 4 } 
{ key: 3837, pid: 1137 | 6 } 
{ key: 3838, pid: 247 | 0 } 
{ key: 3839, pid: 657 | 6 } 
{ key: 3840, pid: 632 | 1 } 
{ key: 3841, pid: 997 | 5 } 
{ key: 3842, pid: 292 | 0 } 
{ key: 3844, pid: 1168 | 5 } 
{ key: 3845, pid: 722 | 0 } 
{ key: 3846, pid: 518 | 8 } 
{ key: 3847, pid: 385 | 3 } 
{ key: 3848, pid: 801 | 7 } 
{ key: 3849, pid: 507 | 0 } 
{ key: 3850, pid: 1251 | 8 } 
{ key: 3851, pid: 945 | 1 } 
{ key: 3852, pid: 1102 | 8 } 
{ key: 3853, pid: 679 | 1 } 
{ key: 3856, pid: 839 | 7 } 
{ key: 3857, pid: 295 | 4 } 
{ key: 3858, pid: 196 | 8 } 
{ key: 3859, pid: 1339 | 4 } 
{ key: 3860, pid: 643 | 0 } 
{ key: 3861, pid: 193 | 2 } 
{ key: 3863, pid: 366 | 0 } 
{ key: 3866, pid: 357 | 4 } 
{ key: 3869, pid: 620 | 6 } 
{ key: 3870, pid: 171 | 5 } 
{ key: 3871, pid: 552 | 3 } 
{ key: 3872, pid: 984 | 7 } 
{ key: 3874, pid: 760 | 8 } 
{ key: 3877, pid: 932 | 7 } 
{ key: 3878, pid: 514 | 3 } 
{ key: 3879, pid: 155 | 4 } 
{ key: 3880, pid: 250 | 6 } 
{ key: 3882, pid: 1302 | 4 } 
{ key: 3883, pid: 184 | 2 } 
{ key: 3884, pid: 576 | 1 } 
{ key: 3886, pid: 499 | 6 } 
{ key: 3887, pid: 572 | 4 } 
{ key: 3888, pid: 1029 | 7 } 
{ key: 3889, pid: 564 | 1 } 
{ key: 3891, pid: 800 | 8 } 
{ key: 3892, pid: 114 | 1 } 
{ key: 3893, pid: 492 | 1 } 
{ key: 3894, pid: 193 | 4 } 
{ key: 3896, pid: 340 | 0 } 
{ key: 3897, pid: 648 | 8 } 
{ key: 3898, pid: 460 | 2 } 
{ key: 3900, pid: 242 | 6 } 
{ key: 3901, pid: 434 | 5 } 
{ key: 3902, pid: 386 | 6 } 
{ key: 3905, pid: 503 | 8 } 
{ key: 3907, pid: 266 | 5 } 
{ key: 3909, pid: 169 | 8 } 
{ key: 3910, pid: 109 | 8 } 
{ key: 3911, pid: 868 | 8 } 
{ key: 3912, pid: 994 | 0 } 
{ key: 3913, pid: 332 | 2 } 
{ key: 3914, pid: 1259 | 3 } 
{ key: 3915, pid: 703 | 7 } 
{ key: 3916, pid: 353 | 1 } 
{ key: 3917, pid: 1254 | 2 } 
{ key: 3919, pid: 529 | 3 } 
{ key: 3920, pid: 1036 | 1 } 
{ key: 3922, pid: 781 | 2 } 
{ key: 3923, pid: 879 | 2 } 
{ key: 3929, pid: 236 | 4 } 
{ key: 3930, pid: 1187 | 8 } 
{ key: 3931, pid: 1321 | 2 } 
{ key: 3932, pid: 1283 | 2 } 
{ key: 3933, pid: 100 | 2 } 
{ key: 3934, pid: 304 | 0 } 
{ key: 3936, pid: 723 | 5 } 
{ key: 3937, pid: 1347 | 7 } 
{ key: 3938, pid: 1216 | 2 } 
{ key: 3941, pid: 1312 | 5 } 
{ key: 3942, pid: 808 | 0 } 
{ key: 3946, pid: 304 | 8 } 
{ key: 3947, pid: 1170 | 0 } 
{ key: 3948, pid: 1067 | 4 } 
{ key: 3950, pid: 592 | 2 } 
{ key: 3951, pid: 1147 | 7 } 
{ key: 3953, pid: 1307 | 8 } 
{ key: 3955, pid: 263 | 8 } 
{ key: 3956, pid: 811 | 1 } 
{ key: 3958, pid: 1334 | 2 } 
{ key: 3959, pid: 553 | 7 } 
{ key: 3960, pid: 568 | 2 } 
{ key: 3962, pid: 256 | 4 } 
{ key: 3963, pid: 728 | 7 } 
{ key: 3965, pid: 948 | 7 } 
{ key: 3966, pid: 289 | 1 } 
{ key: 3967, pid: 407 | 1 } 
{ key: 3968, pid: 1299 | 8 } 
{ key: 3971, pid: 1307 | 4 } 
{ key: 3973, pid: 31 | 0 } 
{ key: 3975, pid: 569 | 8 } 
{ key: 3977, pid: 99 | 7 } 
{ key: 3978, pid: 833 | 5 } 
{ key: 3981, pid: 1119 | 1 } 
{ key: 3982, pid: 829 | 2 } 
{ key: 3983, pid: 1299 | 4 } 
{ key: 3984, pid: 52 | 5 } 
{ key: 3985, pid: 216 | 2 } 
{ key: 3986, pid: 1123 | 8 } 
{ key: 3988, pid: 177 | 4 } 
{ key: 3989, pid: 1232 | 7 } 
{ key: 3990, pid: 939 | 5 } 
{ key: 3991, pid: 1173 | 4 } 
{ key: 3992, pid: 351 | 8 } 
{ key: 3994, pid: 1108 | 1 } 
{ key: 3995, pid: 172 | 0 } 
{ key: 3996, pid: 602 | 7 } 
{ key: 3997, pid: 294 | 7 } 
{ key: 3998, pid: 305 | 1 } 
{ key: 3999, pid: 860 | 7 } 
{ key: 4000, pid: 243 | 4 } 
{ key: 4001, pid: 9 | 2 } 
{ key: 4003, pid: 321 | 2 } 
{ key: 4005, pid: 339 | 7 } 
{ key: 4007, pid: 825 | 1 } 
{ key: 4009, pid: 440 | 2 } 
{ key: 4011, pid: 617 | 4 } 
{ key: 4012, pid: 202 | 5 } 
{ key: 4014, pid: 627 | 7 } 
{ key: 4015, pid: 1271 | 8 } 
{ key: 4017, pid: 77 | 2 } 
{ key: 4021, pid: 148 | 4 } 
{ key: 4022, pid: 742 | 8 } 
{ key: 4023, pid: 705 | 7 } 
{ key: 4026, pid: 609 | 0 } 
{ key: 4027, pid: 246 | 1 } 
{ key: 4029, pid: 791 | 8 } 
{ key: 4031, pid: 691 | 1 } 
{ key: 4033, pid: 470 | 4 } 
{ key: 4034, pid: 230 | 8 } 
{ key: 4035, pid: 161 | 2 } 
{ key: 4036, pid: 1069 | 6 } 
{ key: 4037, pid: 1322 | 5 } 
{ key: 4038, pid: 1104 | 6 } 
{ key: 4039, pid: 1151 | 3 } 
{ key: 4040, pid: 1077 | 5 } 
{ key: 4041, pid: 273 | 4 } 
{ key: 4042, pid: 336 | 7 } 
{ key: 4045, pid: 178 | 6 } 
{ key: 4047, pid: 530 | 2 } 
{ key: 4049, pid: 1000 | 8 } 
{ key: 4051, pid: 464 | 7 } 
{ key: 4053, pid: 955 | 6 } 
{ key: 4054, pid: 294 | 8 } 
{ key: 4055, pid: 217 | 7 } 
{ key: 4056, pid: 445 | 4 } 
{ key: 4057, pid: 1223 | 5 } 
{ key: 4058, pid: 481 | 5 } 
{ key: 4060, pid: 1041 | 0 } 
{ key: 4061, pid: 649 | 4 } 
{ key: 4062, pid: 1291 | 7 } 
{ key: 4064, pid: 1071 | 2 } 
{ key: 4065, pid: 1003 | 7 } 
{ key: 4066, pid: 516 | 7 } 
{ key: 4069, pid: 1086 | 5 } 
{ key: 4070, pid: 578 | 1 } 
{ key: 4072, pid: 584 | 3 } 
{ key: 4075, pid: 829 | 0 } 
{ key: 4076, pid: 1094 | 6 } 
{ key: 4077, pid: 862 | 6 } 
{ key: 4078, pid: 984 | 1 } 
{ key: 4079, pid: 140 | 2 } 
{ key: 4080, pid: 102 | 8 } 
{ key: 4081, pid: 645 | 2 } 
{ key: 4082, pid: 444 | 4 } 
{ key: 4085, pid: 578 | 3 } 
{ key: 4087, pid: 1036 | 3 } 
{ key: 4090, pid: 1360 | 0 } 
{ key: 4091, pid: 57 | 7 } 
{ key: 4092, pid: 902 | 1 } 
{ key: 4097, pid: 824 | 7 } 
{ key: 4098, pid: 1011 | 2 } 
{ key: 4099, pid: 1000 | 5 } 
{ key: 4101, pid: 725 | 1 } 
{ key: 4104, pid: 363 | 6 } 
{ key: 4105, pid: 433 | 0 } 
{ key: 4108, pid: 226 | 0 } 
{ key: 4109, pid: 883 | 1 } 
{ key: 4110, pid: 895 | 8 } 
{ key: 4111, pid: 833 | 3 } 
{ key: 4112, pid: 991 | 2 } 
{ key: 4113, pid: 1118 | 3 } 
{ key: 4114, pid: 184 | 0 } 
{ key: 4115, pid: 641 | 1 } 
{ key: 4116, pid: 617 | 7 } 
{ key: 4120, pid: 95 | 3 } 
{ key: 4123, pid: 548 | 0 } 
{ key: 4125, pid: 931 | 1 } 
{ key: 4126, pid: 70 | 3 } 
{ key: 4127, pid: 1015 | 3 } 
{ key: 4128, pid: 203 | 0 } 
{ key: 4129, pid: 1165 | 7 } 
{ key: 4130, pid: 366 | 8 } 
{ key: 4131, pid: 838 | 2 } 
{ key: 4132, pid: 576 | 8 } 
{ key: 4133, pid: 752 | 8 } 
{ key: 4136, pid: 894 | 4 } 
{ key: 4138, pid: 1066 | 5 } 
{ key: 4139, pid: 1327 | 7 } 
{ key: 4140, pid: 1262 | 2 } 
{ key: 4142, pid: 24 | 8 } 
{ key: 4144, pid: 658 | 7 } 
{ key: 4145, pid: 76 | 6 } 
{ key: 4146, pid: 1242 | 7 } 
{ key: 4147, pid: 316 | 5 } 
{ key: 4148, pid: 271 | 6 } 
{ key: 4149, pid: 1287 | 8 } 
{ key: 4150, pid: 400 | 2 } 
{ key: 4151, pid: 144 | 4 } 
{ key: 4152, pid: 34 | 2 } 
{ key: 4153, pid: 1099 | 8 } 
{ key: 4154, pid: 313 | 5 } 
{ key: 4155, pid: 611 | 7 } 
{ key: 4156, pid: 995 | 1 } 
{ key: 4157, pid: 305 | 5 } 
{ key: 4158, pid: 847 | 6 } 
{ key: 4163, pid: 1244 | 3 } 
{ key: 4165, pid: 886 | 2 } 
{ key: 4166, pid: 529 | 5 } 
{ key: 4167, pid: 1293 | 0 } 
{ key: 4168, pid: 477 | 6 } 
{ key: 4169, pid: 759 | 5 } 
{ key: 4170, pid: 835 | 0 } 
{ key: 4171, pid: 49 | 7 } 
{ key: 4172, pid: 829 | 6 } 
{ key: 4173, pid: 677 | 5 } 
{ key: 4175, pid: 146 | 3 } 
{ key: 4176, pid: 1075 | 4 } 
{ key: 4177, pid: 534 | 3 } 
{ key: 4178, pid: 1002 | 0 } 
{ key: 4179, pid: 1203 | 7 } 
{ key: 4180, pid: 1281 | 4 } 
{ key: 4181, pid: 92 | 2 } 
{ key: 4183, pid: 1282 | 3 } 
{ key: 4185, pid: 1004 | 4 } 
{ key: 4186, pid: 219 | 5 } 
{ key: 4187, pid: 1284 | 3 } 
{ key: 4188, pid: 129 | 0 } 
{ key: 4189, pid: 378 | 7 } 
{ key: 4191, pid: 1244 | 0 } 
{ key: 4192, pid: 825 | 4 } 
{ key: 4194, pid: 1142 | 7 } 
{ key: 4195, pid: 618 | 6 } 
{ key: 4196, pid: 560 | 5 } 
{ key: 4197, pid: 158 | 5 } 
{ key: 4198, pid: 216 | 4 } 
{ key: 4199, pid: 566 | 4 } 
{ key: 4200, pid: 935 | 2 } 
{ key: 4203, pid: 1153 | 3 } 
{ key: 4204, pid: 912 | 1 } 
{ key: 4205, pid: 237 | 5 } 
{ key: 4209, pid: 1207 | 7 } 
{ key: 4210, pid: 938 | 8 } 
{ key: 4211, pid: 193 | 7 } 
{ key: 4212, pid: 1343 | 3 } 
{ key: 4213, pid: 799 | 1 } 
{ key: 4215, pid: 1093 | 7 } 
{ key: 4216, pid: 671 | 2 } 
{ key: 4219, pid: 1115 | 4 } 
{ key: 4220, pid: 31 | 6 } 
{ key: 4221, pid: 362 | 4 } 
{ key: 4222, pid: 985 | 0 } 
{ key: 4223, pid: 963 | 6 } 
{ key: 4224, pid: 977 | 4 } 
{ key: 4225, pid: 796 | 0 } 
{ key: 4226, pid: 787 | 5 } 
{ key: 4227, pid: 824 | 4 } 
{ key: 4228, pid: 109 | 2 } 
{ key: 4230, pid: 339 | 1 } 
{ key: 4232, pid: 149 | 4 } 
{ key: 4234, pid: 696 | 0 } 
{ key: 4235, pid: 523 | 0 } 
{ key: 4236, pid: 26 | 2 } 
{ key: 4237, pid: 180 | 1 } 
{ key: 4238, pid: 779 | 5 } 
{ key: 4239, pid: 1004 | 0 } 
{ key: 4240, pid: 181 | 7 } 
{ key: 4242, pid: 303 | 6 } 
{ key: 4243, pid: 74 | 6 } 
{ key: 4244, pid: 112 | 1 } 
{ key: 4245, pid: 761 | 6 } 
{ key: 4247, pid: 187 | 4 } 
{ key: 4249, pid: 1331 | 5 } 
{ key: 4250, pid: 1121 | 0 } 
{ key: 4251, pid: 777 | 7 } 
{ key: 4253, pid: 1239 | 5 } 
{ key: 4254, pid: 396 | 5 } 
{ key: 4255, pid: 19 | 1 } 
{ key: 4256, pid: 99 | 6 } 
{ key: 4257, pid: 298 | 6 } 
{ key: 4258, pid: 664 | 7 } 
{ key: 4263, pid: 510 | 7 } 
{ key: 4267, pid: 709 | 3 } 
{ key: 4268, pid: 1320 | 7 } 
{ key: 4270, pid: 278 | 6 } 
{ key: 4271, pid: 1170 | 3 } 
{ key: 4272, pid: 413 | 4 } 
{ key: 4273, pid: 9 | 3 } 
{ key: 4274, pid: 334 | 4 } 
{ key: 4275, pid: 149 | 2 } 
{ key: 4276, pid: 171 | 2 } 
{ key: 4277, pid: 1047 | 4 } 
{ key: 4278, pid: 907 | 3 } 
{ key: 4279, pid: 843 | 5 } 
{ key: 4282, pid: 948 | 5 } 
{ key: 4283, pid: 1337 | 0 } 
{ key: 4284, pid: 564 | 2 } 
{ key: 4285, pid: 85 | 2 } 
{ key: 4288, pid: 532 | 7 } 
{ key: 4289, pid: 212 | 5 } 
{ key: 4290, pid: 832 | 7 } 
{ key: 4291, pid: 314 | 4 } 
{ key: 4292, pid: 311 | 2 } 
{ key: 4294, pid: 1239 | 2 } 
{ key: 4295, pid: 495 | 0 } 
{ key: 4297, pid: 296 | 7 } 
{ key: 4298, pid: 277 | 2 } 
{ key: 4299, pid: 492 | 8 } 
{ key: 4300, pid: 238 | 1 } 
{ key: 4303, pid: 18 | 4 } 
{ key: 4304, pid: 451 | 1 } 
{ key: 4305, pid: 1081 | 1 } 
{ key: 4306, pid: 453 | 2 } 
{ key: 4307, pid: 1294 | 0 } 
{ key: 4308, pid: 61 | 2 } 
{ key: 4310, pid: 233 | 2 } 
{ key: 4311, pid: 494 | 7 } 
{ key: 4312, pid: 581 | 1 } 
{ key: 4313, pid: 405 | 8 } 
{ key: 4314, pid: 625 | 2 } 
{ key: 4316, pid: 1175 | 5 } 
{ key: 4317, pid: 1011 | 7 } 
{ key: 4318, pid: 584 | 0 } 
{ key: 4320, pid: 185 | 5 } 
{ key: 4322, pid: 1166 | 6 } 
{ key: 4323, pid: 210 | 2 } 
{ key: 4324, pid: 1247 | 5 } 
{ key: 4325, pid: 581 | 3 } 
{ key: 4326, pid: 118 | 3 } 
{ key: 4327, pid: 1078 | 4 } 
{ key: 4328, pid: 924 | 6 } 
{ key: 4329, pid: 796 | 2 } 
{ key: 4330, pid: 1114 | 8 } 
{ key: 4331, pid: 1146 | 0 } 
{ key: 4332, pid: 432 | 4 } 
{ key: 4333, pid: 535 | 5 } 
{ key: 4334, pid: 887 | 0 } 
{ key: 4335, pid: 863 | 7 } 
{ key: 4336, pid: 201 | 0 } 
{ key: 4338, pid: 279 | 1 } 
{ key: 4345, pid: 478 | 6 } 
{ key: 4346, pid: 723 | 7 } 
{ key: 4347, pid: 264 | 3 } 
{ key: 4348, pid: 475 | 1 } 
{ key: 4349, pid: 1326 | 7 } 
{ key: 4351, pid: 783 | 1 } 
{ key: 4352, pid: 114 | 0 } 
{ key: 4353, pid: 101 | 4 } 
{ key: 4354, pid: 1063 | 2 } 
{ key: 4355, pid: 965 | 3 } 
{ key: 4356, pid: 1275 | 4 } 
{ key: 4360, pid: 1226 | 6 } 
{ key: 4362, pid: 846 | 0 } 
{ key: 4364, pid: 820 | 2 } 
{ key: 4365, pid: 943 | 8 } 
{ key: 4367, pid: 1302 | 2 } 
{ key: 4368, pid: 674 | 8 } 
{ key: 4370, pid: 1331 | 4 } 
{ key: 4371, pid: 205 | 4 } 
{ key: 4372, pid: 264 | 0 } 
{ key: 4374, pid: 1330 | 6 } 
{ key: 4375, pid: 589 | 0 } 
{ key: 4376, pid: 329 | 6 } 
{ key: 4377, pid: 970 | 8 } 
{ key: 4378, pid: 1018 | 1 } 
{ key: 4379, pid: 227 | 8 } 
{ key: 4380, pid: 323 | 5 } 
{ key: 4381, pid: 144 | 2 } 
{ key: 4382, pid: 168 | 6 } 
{ key: 4383, pid: 118 | 0 } 
{ key: 4384, pid: 121 | 4 } 
{ key: 4385, pid: 784 | 0 } 
{ key: 4389, pid: 1342 | 3 } 
{ key: 4390, pid: 453 | 6 } 
{ key: 4391, pid: 1134 | 0 } 
{ key: 4392, pid: 100 | 4 } 
{ key: 4393, pid: 622 | 8 } 
{ key: 4396, pid: 826 | 5 } 
{ key: 4397, pid: 417 | 3 } 
{ key: 4398, pid: 568 | 1 } 
{ key: 4400, pid: 530 | 1 } 
{ key: 4401, pid: 1224 | 5 } 
{ key: 4404, pid: 595 | 6 } 
{ key: 4405, pid: 13 | 7 } 
{ key: 4406, pid: 435 | 2 } 
{ key: 4407, pid: 299 | 0 } 
{ key: 4408, pid: 477 | 8 } 
{ key: 4409, pid: 796 | 5 } 
{ key: 4410, pid: 399 | 4 } 
{ key: 4411, pid: 398 | 2 } 
{ key: 4412, pid: 751 | 3 } 
{ key: 4413, pid: 548 | 2 } 
{ key: 4414, pid: 992 | 3 } 
{ key: 4415, pid: 1143 | 4 } 
{ key: 4416, pid: 327 | 8 } 
{ key: 4417, pid: 28 | 5 } 
{ key: 4420, pid: 1304 | 1 } 
{ key: 4421, pid: 876 | 6 } 
{ key: 4422, pid: 537 | 4 } 
{ key: 4424, pid: 182 | 4 } 
{ key: 4425, pid: 532 | 8 } 
{ key: 4427, pid: 335 | 6 } 
{ key: 4428, pid: 633 | 1 } 
{ key: 4430, pid: 642 | 0 } 
{ key: 4431, pid: 1257 | 3 } 
{ key: 4432, pid: 1224 | 3 } 
{ key: 4434, pid: 447 | 0 } 
{ key: 4436, pid: 255 | 8 } 
{ key: 4437, pid: 957 | 3 } 
{ key: 4438, pid: 1002 | 3 } 
{ key: 4440, pid: 417 | 4 } 
{ key: 4442, pid: 1298 | 1 } 
{ key: 4443, pid: 671 | 0 } 
{ key: 4444, pid: 1258 | 8 } 
{ key: 4445, pid: 930 | 5 } 
{ key: 4446, pid: 379 | 1 } 
{ key: 4448, pid: 465 | 5 } 
{ key: 4449, pid: 338 | 8 } 
{ key: 4450, pid: 126 | 5 } 
{ key: 4452, pid: 867 | 4 } 
{ key: 4453, pid: 62 | 0 } 
{ key: 4454, pid: 360 | 7 } 
{ key: 4456, pid: 159 | 4 } 
{ key: 4457, pid: 800 | 1 } 
{ key: 4462, pid: 63 | 6 } 
{ key: 4463, pid: 423 | 2 } 
{ key: 4465, pid: 61 | 0 } 
{ key: 4467, pid: 1082 | 2 } 
{ key: 4468, pid: 990 | 1 } 
{ key: 4470, pid: 1206 | 6 } 
{ key: 4471, pid: 446 | 3 } 
{ key: 4472, pid: 510 | 0 } 
{ key: 4475, pid: 887 | 7 } 
{ key: 4476, pid: 1064 | 7 } 
{ key: 4478, pid: 374 | 3 } 
{ key: 4481, pid: 1357 | 3 } 
{ key: 4484, pid: 1068 | 0 } 
{ key: 4485, pid: 353 | 8 } 
{ key: 4487, pid: 97 | 1 } 
{ key: 4488, pid: 157 | 1 } 
{ key: 4489, pid: 1180 | 3 } 
{ key: 4490, pid: 555 | 8 } 
{ key: 4492, pid: 578 | 0 } 
{ key: 4494, pid: 901 | 2 } 
{ key: 4496, pid: 406 | 4 } 
{ key: 4497, pid: 1089 | 1 } 
{ key: 4498, pid: 252 | 3 } 
{ key: 4499, pid: 1083 | 3 } 
{ key: 4500, pid: 1007 | 6 } 
{ key: 4501, pid: 426 | 8 } 
{ key: 4504, pid: 488 | 4 } 
{ key: 4505, pid: 1229 | 8 } 
{ key: 4506, pid: 1023 | 7 } 
{ key: 4507, pid: 306 | 7 } 
{ key: 4508, pid: 316 | 2 } 
{ key: 4509, pid: 410 | 7 } 
{ key: 4511, pid: 644 | 3 } 
{ key: 4514, pid: 355 | 7 } 
{ key: 4515, pid: 232 | 8 } 
{ key: 4516, pid: 737 | 2 } 
{ key: 4517, pid: 508 | 1 } 
{ key: 4518, pid: 380 | 3 } 
{ key: 4519, pid: 830 | 7 } 
{ key: 4522, pid: 514 | 1 } 
{ key: 4523, pid: 1018 | 8 } 
{ key: 4524, pid: 204 | 4 } 
{ key: 4525, pid: 1316 | 3 } 
{ key: 4526, pid: 39 | 4 } 
{ key: 4527, pid: 992 | 8 } 
{ key: 4529, pid: 248 | 0 } 
{ key: 4530, pid: 335 | 5 } 
{ key: 4531, pid: 1168 | 1 } 
{ key: 4532, pid: 1014 | 0 } 
{ key: 4533, pid: 71 | 6 } 
{ key: 4534, pid: 1311 | 7 } 
{ key: 4535, pid: 628 | 2 } 
{ key: 4536, pid: 432 | 2 } 
{ key: 4538, pid: 747 | 4 } 
{ key: 4539, pid: 285 | 6 } 
{ key: 4540, pid: 924 | 4 } 
{ key: 4541, pid: 32 | 7 } 
{ key: 4542, pid: 129 | 5 } 
{ key: 4543, pid: 750 | 8 } 
{ key: 4544, pid: 960 | 7 } 
{ key: 4545, pid: 228 | 5 } 
{ key: 4546, pid: 60 | 7 } 
{ key: 4547, pid: 247 | 1 } 
{ key: 4550, pid: 811 | 6 } 
{ key: 4551, pid: 188 | 4 } 
{ key: 4552, pid: 532 | 2 } 
{ key: 4553, pid: 883 | 5 } 
{ key: 4554, pid: 416 | 1 } 
{ key: 4555, pid: 186 | 3 } 
{ key: 4556, pid: 51 | 8 } 
{ key: 4557, pid: 828 | 8 } 
{ key: 4558, pid: 42 | 7 } 
{ key: 4559, pid: 82 | 1 } 
{ key: 4560, pid: 110 | 3 } 
{ key: 4562, pid: 1159 | 4 } 
{ key: 4563, pid: 224 | 4 } 
{ key: 4564, pid: 342 | 7 } 
{ key: 4565, pid: 705 | 2 } 
{ key: 4567, pid: 963 | 1 } 
{ key: 4570, pid: 94 | 4 } 
{ key: 4571, pid: 87 | 1 } 
{ key: 4572, pid: 275 | 3 } 
{ key: 4573, pid: 1347 | 8 } 
{ key: 4574, pid: 251 | 5 } 
{ key: 4575, pid: 229 | 2 } 
{ key: 4578, pid: 294 | 5 } 
{ key: 4579, pid: 28 | 4 } 
{ key: 4581, pid: 890 | 0 } 
{ key: 4582, pid: 776 | 0 } 
{ key: 4583, pid: 819 | 1 } 
{ key: 4584, pid: 512 | 1 } 
{ key: 4585, pid: 1335 | 2 } 
{ key: 4588, pid: 1291 | 1 } 
{ key: 4589, pid: 1279 | 8 } 
{ key: 4590, pid: 800 | 7 } 
{ key: 4592, pid: 279 | 3 } 
{ key: 4593, pid: 382 | 5 } 
{ key: 4594, pid: 571 | 1 } 
{ key: 4598, pid: 367 | 5 } 
{ key: 4601, pid: 10 | 8 } 
{ key: 4604, pid: 64 | 7 } 
{ key: 4605, pid: 543 | 6 } 
{ key: 4606, pid: 730 | 8 } 
{ key: 4607, pid: 1144 | 5 } 
{ key: 4608, pid: 671 | 5 } 
{ key: 4610, pid: 752 | 1 } 
{ key: 4611, pid: 307 | 6 } 
{ key: 4614, pid: 610 | 8 } 
{ key: 4615, pid: 482 | 3 } 
{ key: 4616, pid: 202 | 3 } 
{ key: 4618, pid: 249 | 3 } 
{ key: 4619, pid: 542 | 1 } 
{ key: 4620, pid: 335 | 2 } 
{ key: 4621, pid: 17 | 8 } 
{ key: 4622, pid: 1132 | 5 } 
{ key: 4623, pid: 1167 | 2 } 
{ key: 4626, pid: 131 | 5 } 
{ key: 4628, pid: 1273 | 4 } 
{ key: 4629, pid: 969 | 8 } 
{ key: 4631, pid: 880 | 8 } 
{ key: 4632, pid: 271 | 5 } 
{ key: 4633, pid: 665 | 4 } 
{ key: 4634, pid: 68 | 2 } 
{ key: 4637, pid: 782 | 5 } 
{ key: 4638, pid: 745 | 6 } 
{ key: 4639, pid: 163 | 2 } 
{ key: 4640, pid: 710 | 3 } 
{ key: 4642, pid: 654 | 1 } 
{ key: 4644, pid: 847 | 4 } 
{ key: 4645, pid: 704 | 0 } 
{ key: 4646, pid: 234 | 0 } 
{ key: 4650, pid: 5 | 3 } 
{ key: 4651, pid: 852 | 2 } 
{ key: 4654, pid: 50 | 0 } 
{ key: 4655, pid: 179 | 7 } 
{ key: 4657, pid: 632 | 8 } 
{ key: 4660, pid: 214 | 0 } 
{ key: 4661, pid: 24 | 0 } 
{ key: 4662, pid: 1284 | 5 } 
{ key: 4663, pid: 1287 | 6 } 
{ key: 4664, pid: 45 | 5 } 
{ key: 4665, pid: 421 | 0 } 
{ key: 4666, pid: 940 | 4 } 
{ key: 4668, pid: 13 | 6 } 
{ key: 4671, pid: 227 | 1 } 
{ key: 4673, pid: 391 | 6 } 
{ key: 4674, pid: 272 | 7 } 
{ key: 4676, pid: 104 | 8 } 
{ key: 4679, pid: 1260 | 6 } 
{ key: 4680, pid: 145 | 7 } 
{ key: 4681, pid: 16 | 2 } 
